stamp,source,gps_available,forced_dropout,model_loaded,model_ready,model_samples,ann_x,ann_y,output_x,output_y,odom_x,odom_y,gps_x,gps_y,origin_source,origin_x,origin_y
5.056000000,gps,True,False,True,True,188,0.211609931,-0.133086718,-0.095814584,-0.160128388,0.041200142,-0.000892406,-0.095814584,-0.160128388,first_gps,0.062068549,0.034649841
5.104000000,gps,True,False,True,True,188,0.126805527,-0.091606217,0.178488919,0.055802514,0.102994097,-0.002235527,0.178488919,0.055802514,first_gps,0.062068549,0.034649841
5.150000000,gps,True,False,True,True,188,0.175044778,-0.099829861,0.044153858,0.172884275,0.123599762,-0.002689829,0.044153858,0.172884275,first_gps,0.062068549,0.034649841
5.231000000,gps,True,False,True,True,188,0.266456395,-0.122097621,0.151626204,-0.099302657,0.226586097,-0.005007748,0.151626204,-0.099302657,first_gps,0.062068549,0.034649841
5.250000000,gps,True,False,True,True,188,0.278342743,-0.075725990,0.167899760,-0.073743863,0.247185475,-0.005473854,0.167899760,-0.073743863,first_gps,0.062068549,0.034649841
5.300000000,gps,True,False,True,True,188,0.339701213,-0.113710636,0.262854962,0.093514593,0.308964119,-0.006906871,0.262854962,0.093514593,first_gps,0.062068549,0.034649841
5.357000000,gps,True,False,True,True,188,0.326787683,-0.045681564,0.379511842,-0.024883504,0.350180656,-0.007839625,0.379511842,-0.024883504,first_gps,0.062068549,0.034649841
5.400000000,gps,True,False,True,True,188,0.409082923,-0.051477015,0.165361655,0.047073849,0.391365474,-0.008798190,0.165361655,0.047073849,first_gps,0.062068549,0.034649841
5.451000000,gps,True,False,True,True,188,0.398651961,-0.025312183,0.345296702,0.098822668,0.453166659,-0.010313389,0.345296702,0.098822668,first_gps,0.062068549,0.034649841
5.502000000,gps,True,False,True,True,188,0.560755968,-0.029108967,0.363731656,-0.018570270,0.514972012,-0.011777110,0.363731656,-0.018570270,first_gps,0.062068549,0.034649841
5.562000000,gps,True,False,True,True,188,0.593267409,-0.025601685,0.281281567,0.073713860,0.556180134,-0.012726055,0.281281567,0.073713860,first_gps,0.062068549,0.034649841
5.600000000,gps,True,False,True,True,188,0.552866515,-0.032838274,0.662263226,-0.040819811,0.597345955,-0.013684565,0.662263226,-0.040819811,first_gps,0.062068549,0.034649841
5.651000000,gps,True,False,True,True,188,0.597067679,-0.055225069,0.315198972,0.003739609,0.659140184,-0.015095133,0.315198972,0.003739609,first_gps,0.062068549,0.034649841
5.705000000,gps,True,False,True,True,188,0.613658578,0.029786389,0.665712687,-0.210516705,0.720974684,-0.016385139,0.665712687,-0.210516705,first_gps,0.062068549,0.034649841
5.750000000,gps,True,False,True,True,188,0.660177214,0.032443767,0.614746809,0.229979205,0.762139876,-0.017294568,0.614746809,0.229979205,first_gps,0.062068549,0.034649841
5.800000000,gps,True,False,True,True,188,0.653804800,0.046608274,0.450252049,0.022391265,0.803344822,-0.018165115,0.450252049,0.022391265,first_gps,0.062068549,0.034649841
5.850000000,gps,True,False,True,True,188,0.685357507,0.012680963,0.775128574,0.045874752,0.865139678,-0.019413987,0.775128574,0.045874752,first_gps,0.062068549,0.034649841
5.900000000,gps,True,False,True,True,188,0.839145298,0.044731437,0.848914972,-0.088571071,0.906345984,-0.020205348,0.848914972,-0.088571071,first_gps,0.062068549,0.034649841
5.951000000,gps,True,False,True,True,188,0.786814098,0.019670643,0.837089865,-0.070450589,0.968112336,-0.021458899,0.837089865,-0.070450589,first_gps,0.062068549,0.034649841
6.001000000,gps,True,False,True,True,188,0.893737590,0.066989430,0.971702236,-0.011663976,1.029957038,-0.022639211,0.971702236,-0.011663976,first_gps,0.062068549,0.034649841
6.050000000,gps,True,False,True,True,188,0.992171857,0.065945631,0.802384565,0.045560458,1.071100769,-0.023448439,0.802384565,0.045560458,first_gps,0.062068549,0.034649841
6.100000000,gps,True,False,True,True,188,0.953513082,0.015451343,1.012147243,-0.186189242,1.112322033,-0.024245332,1.012147243,-0.186189242,first_gps,0.062068549,0.034649841
6.154000000,gps,True,False,True,True,188,0.901307177,0.087872910,0.859585072,0.023259248,1.174139165,-0.025426125,0.859585072,0.023259248,first_gps,0.062068549,0.034649841
6.200000000,gps,True,False,True,True,188,1.037985554,0.058014541,0.970198190,-0.035072875,1.215345727,-0.026223098,0.970198190,-0.035072875,first_gps,0.062068549,0.034649841
6.250000000,gps,True,False,True,True,188,1.106937455,0.023285787,1.241755236,0.054587015,1.277157920,-0.027385605,1.241755236,0.054587015,first_gps,0.062068549,0.034649841
6.300000000,gps,True,False,True,True,188,1.038010962,0.130522741,1.053642565,0.085986976,1.318333424,-0.028169340,1.053642565,0.085986976,first_gps,0.062068549,0.034649841
6.352000000,gps,True,False,True,True,188,1.210473170,0.106719551,1.349268166,-0.038458969,1.380123597,-0.029512464,1.349268166,-0.038458969,first_gps,0.062068549,0.034649841
