stamp,sample_index,input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,target_x_m,target_y_m,target_x_norm,target_y_norm,odom_x_m,odom_y_m,target_norm_m,odom_error_m,training_target_x_m,training_target_y_m,training_target_x_norm,training_target_y_norm,prediction_x_m,prediction_y_m,prediction_error_m,target_mode
2.702000000,11,-0.002078953,-0.016193220,0.016326127,0.008802661,-0.000995290,0.008858750,0.017605323,-0.001990581,0.017717500,-0.016828049,-0.001269286,0.297256552,0.143140605,-0.015729682,-0.000066096,1.372679175,0.100344460,0.137267918,0.010034446,1.431406053,-0.000660963,1.376341937,0.116837244,1.372679175,0.100344460,0.137267918,0.010034446,1.186808877,-0.667272757,0.789799949,absolute
3.000000000,12,-0.000967694,-0.312410434,0.312411933,0.008808453,-0.000949295,0.008859459,0.017616906,-0.001898590,0.017718917,-0.015791365,-0.001236718,0.297865522,0.169977645,-0.014789255,-0.000112632,1.693000601,-0.024655113,0.169300060,-0.002465511,1.699776447,-0.001126322,1.693180117,0.024485018,1.693000601,-0.024655113,0.169300060,-0.002465511,1.267438939,-0.707092154,0.804253096,absolute
3.201000000,13,0.003574851,-0.015057171,0.015475721,0.008791480,-0.001068209,0.008856139,0.017582961,-0.002136417,0.017712278,-0.020472069,-0.001383766,0.298111615,0.187872318,-0.019199499,-0.000162090,1.909344877,0.033238561,0.190934488,0.003323856,1.878723179,-0.001620899,1.909634170,0.046399034,1.909344877,0.033238561,0.190934488,0.003323856,1.369170811,-0.684505956,0.898301293,absolute
3.500000000,14,0.000598280,0.293821249,0.293821858,0.008796430,0.000062419,0.008796651,0.017592860,0.000124838,0.017593302,0.019762425,-0.000119762,0.298238550,0.214713992,0.018540114,-0.000253467,2.109528244,0.003956443,0.210952824,0.000395644,2.147139920,-0.002534671,2.109531954,0.038167693,2.109528244,0.003956443,0.210952824,0.000395644,1.602483061,-0.719030725,0.883065832,absolute
3.700000000,15,-0.012932865,0.091032545,0.091946633,0.008778017,-0.000777216,0.008812358,0.017556034,-0.001554432,0.017624715,-0.011011408,-0.001086551,0.298331680,0.232603574,-0.010324413,-0.000327458,2.254703660,0.121003169,0.225470366,0.012100317,2.326035741,-0.003274583,2.257948263,0.143294191,2.254703660,0.121003169,0.225470366,0.012100317,1.575281940,-0.708793063,1.072462427,absolute
3.901000000,16,0.003069197,0.191618621,0.191643199,0.008774261,-0.000186016,0.008776233,0.017548522,-0.000372032,0.017552465,0.011472962,-0.000380184,0.297882541,0.250496979,0.010741343,-0.000395264,2.329274153,-0.040783439,0.232927415,-0.004078344,2.504969786,-0.003952637,2.329631166,0.179514521,2.329274153,-0.040783439,0.232927415,-0.004078344,1.733081370,-0.691037250,0.882199441,absolute
4.200000000,17,-0.004956847,-0.104216042,0.104333857,0.008847885,0.001437629,0.008963919,0.017695770,0.002875258,0.017927838,0.069194605,0.001433195,0.292334050,0.277022123,0.064568212,0.002373367,2.635306401,0.047058401,0.263530640,0.004705840,2.770221229,0.023733675,2.635726526,0.136916229,2.635306401,0.047058401,0.263530640,0.004705840,1.947170920,-0.655819331,0.983650114,absolute
4.404000000,18,0.004037050,0.784918353,0.784928734,0.008852998,0.005424693,0.010382816,0.017705996,0.010849386,0.020765632,0.212622842,0.005939126,0.234387252,0.292491040,0.184922725,0.011173617,2.793213111,0.043414456,0.279321311,0.004341446,2.924910397,0.111736167,2.793550482,0.148364522,2.793213111,0.043414456,0.279321311,0.004341446,2.409019933,-0.551749868,0.708396054,absolute
4.713000000,19,-0.004220969,0.479688890,0.479707461,0.008857261,0.010952292,0.014085588,0.017714523,0.021904585,0.028171176,0.411137261,0.012175641,0.082477968,0.308074497,0.287724066,0.034721470,3.063019099,0.383867598,0.306301910,0.038386760,3.080744965,0.347214703,3.086979160,0.040714138,3.063019099,0.383867598,0.306301910,0.038386760,2.760550715,-0.198481059,0.656214204,absolute
5.000000000,20,0.007032373,-0.058595384,0.059015873,0.008868994,0.013016187,0.015750561,0.017737987,0.026032375,0.031501123,0.485419804,0.014509296,0.013658857,0.310105980,0.297986948,0.059555315,3.091279102,0.613918714,0.309127910,0.061391871,3.101059801,0.595553151,3.151650785,0.020807595,3.091279102,0.613918714,0.309127910,0.061391871,2.833718643,0.101964958,0.573091650,absolute
